timestep,prb_util,active_ue,dl_throughput,sinr,e911_calls,social_velocity,congestion_now,congestion_in_window
21,33.53741006933991,136.29663884172743,232.539038699755,16.347544672572543,1.0,17.971096199263986,0,0
22,39.27543863688227,210.44719633078105,215.32691447958254,17.8872501665387,0.0,10.562130384835417,0,0
23,35.17184033621586,133.6025641151632,221.89869566800934,16.42238241042059,1.0,9.726011001126594,0,0
24,34.37805764093848,143.34920350159535,232.85934956994228,16.507038405816473,0.0,7.20031100957063,0,0
25,34.63425086460746,126.62481851961779,227.8469491586488,14.766783695497676,0.0,3.9564335271966122,0,0
26,37.31518748521657,166.24195010065273,220.40257212371768,14.304133258990234,0.0,10.969424131225246,0,0
27,36.842198458180434,155.47647974083603,215.6035701884025,16.222011586926683,1.0,6.756459207537203,0,0
28,37.011668280668744,135.12882532146006,215.73941739677053,15.075072570433829,1.0,12.162445123166552,0,0
29,37.09353540017805,145.11486818901076,214.23532951559758,17.525462540848768,0.0,1.936309891597542,0,0
30,42.25361482374741,191.09198089749754,206.8448202415455,17.292375836850724,1.0,6.752541185011834,0,0
31,34.63702420690581,158.82373340821005,220.997258518813,14.234937748868711,1.0,10.21235157069757,0,0
32,34.34713582895193,117.67260872682303,226.15374960582452,16.851634574648685,0.0,14.175409524984627,0,0
33,33.47013803696187,128.3910074918644,222.14145713875317,16.629878682017743,0.0,9.743104789453605,0,0
34,37.78698406065961,179.96888758709298,221.01396169542258,16.29473663947579,0.0,10.492210774712703,0,0
35,39.35354952827666,156.4065311026858,207.5429101590993,14.095770811075086,0.0,6.603470704474898,0,0
36,35.6523743405563,146.86083508046408,219.7576530725721,16.894801586923467,0.0,9.940373073053937,0,0
37,33.501328472547705,150.90929264009196,227.02254110902894,14.893785353748637,0.0,8.725096271548429,0,0
38,33.57593249307344,115.82130437781743,234.45140104195644,14.730695845043693,1.0,14.896279102419374,0,0
39,38.02872970742969,139.5194563682778,208.32205585130848,14.084554977199717,0.0,3.842241289900098,0,0
40,38.33428594877919,149.98165754686715,213.93813033722145,17.07150434233953,1.0,12.169363680437119,0,0
41,37.76155513902033,170.61557485391006,228.25994828869037,17.195548495187715,1.0,7.8405345788885885,0,0
42,34.163128839224626,153.44899558068298,227.02208463432623,12.640599439094043,1.0,9.379345880951853,0,0
43,36.883704205664316,159.83131233046373,224.212238678213,16.299288745196563,0.0,9.376206061697228,0,0
44,36.56483650799489,145.671946801918,204.4556308203619,15.689096560244508,0.0,8.460475315401807,0,0
45,36.89840020396143,166.0371468810411,216.52177646705522,16.61537150766675,0.0,6.7121717977237205,0,0
46,38.88417249028253,154.74701149855548,205.42097761531338,14.658025161773017,2.0,5.322407089667722,0,0
47,36.96822087526709,158.0424036866545,213.50758640979208,13.019080191679446,0.0,17.435350422117573,0,0
48,38.36171924089614,168.62746159450364,214.27743777004363,14.120057590948624,0.0,9.530110229660266,0,0
49,36.55525625351909,173.17332602673605,220.6788657147277,16.741172417635724,0.0,6.884541579888946,0,0
50,37.247413825542736,149.64478653344355,216.46656027506063,16.400837541505545,1.0,12.11572544587111,0,0
51,38.301452902882936,149.26665829733548,213.90781254012418,13.119364211547852,0.0,12.586260795590068,0,0
52,32.063649293606886,149.18072761625302,231.38412066408566,16.730366404464423,0.0,10.072876785765123,0,0
53,35.50362748427086,164.09229861732112,221.18164812791855,16.181553128068817,0.0,6.921318077594604,0,0
54,35.079043323458436,133.665555907979,228.00245469925034,16.467402022843217,0.0,12.805371581680374,0,0
55,34.60104358790175,123.32866837364303,219.4151010633816,14.081891511282155,0.0,7.492846901176657,0,0
56,35.71976183903642,162.66456434863738,231.52471503923132,16.098786517595407,0.0,7.24606047597276,0,0
57,41.05751952079626,141.10416747925444,218.12029364598956,15.147890390632853,2.0,6.73457039982885,0,0
58,34.00270468919761,112.11879732866565,217.69457097136615,15.780404975216912,0.0,6.6875659572396335,0,0
59,39.53253092457328,155.60569697616248,215.00089644570502,17.37720294985531,0.0,12.165495272144655,0,0
60,31.606579666353806,127.96291440135253,237.68655238873922,13.884895320108377,1.0,8.370809172238676,0,0
61,35.67802222808512,126.81280641818249,223.1710636880763,16.87315904444631,0.0,17.275929934568005,0,0
62,37.198419987210016,152.12164502449775,227.1705877452904,13.695560267534585,0.0,10.757163617787084,0,0
63,38.49630631742403,157.9822765992433,219.8006535316938,15.672304823859609,0.0,10.40178218157332,0,0
64,38.89879257237691,148.38935187869345,218.4921097754954,13.98022076231404,0.0,10.732568555666214,0,0
65,39.17262294706883,187.19245447579317,216.88884144745754,16.5773931961472,2.0,8.246114388266337,0,0
66,35.773869252646136,149.5418951606941,232.0599140320332,15.132130859249715,1.0,12.52525615399831,0,0
67,35.46044705942069,158.76912378550952,223.31096060446197,13.963285436869377,0.0,7.426166778734274,0,0
68,39.448882709974214,135.95233600985702,226.15715657532078,16.088433421102465,0.0,8.54131266255083,0,0
69,36.328489301792814,123.34133002041307,227.697898966195,16.664302726085594,1.0,12.617445304850598,0,0
70,33.10278501880291,139.31207923494554,225.93478960322025,16.05278575719775,0.0,14.075525478331263,0,0
71,33.557418482043715,162.05253926947896,210.9098752136402,15.103429172560007,1.0,16.222115718510892,0,0
72,34.22635374487652,121.75637829492035,222.0491748783588,12.925983089557453,0.0,8.666718955696599,0,0
73,38.503617578208036,156.1651200103514,205.3872546511994,16.898939151106905,0.0,11.636234579145603,0,0
74,37.46683148252799,131.34088225966718,221.37034719498618,16.60862014971291,0.0,4.553466273373875,0,0
75,39.13842337067688,145.77435449448774,203.91152549975791,15.641197686921796,1.0,14.724961522936535,0,0
76,35.81261643031056,146.1471355033654,219.836432869834,12.294088294228384,1.0,9.498685231714076,0,0
77,37.597394450905895,143.00040960318216,206.75298660437417,14.694540358199008,0.0,12.119970293520144,0,0
78,39.02594143628048,136.5209071975768,212.9735435549413,14.680215671119477,1.0,11.923932771562187,0,0
79,36.248519301124375,125.07531184527872,220.9703860110287,12.857974361009775,0.0,11.420265052351505,0,0
80,38.574267008943494,126.00694654381039,204.8906660182422,12.221214919476571,1.0,8.102953116936938,0,0
81,35.24553948003184,148.1309149683462,217.99148624894573,15.047239191388703,0.0,7.7901555006805365,0,0
82,36.16952532238561,153.6418166710095,203.1475532122393,14.630416522798615,2.0,12.743389326150663,0,0
83,36.14083621175719,153.45164639523955,219.93563472702905,16.74838451857118,0.0,8.462575581117974,0,0
84,33.725887382432326,121.26591256175067,240.1325168626757,13.487553215042213,0.0,7.904288663356095,0,0
85,38.8016735017531,170.29596336562514,218.48748217421792,15.379335745815357,0.0,9.676416679774828,0,0
86,35.9598920147288,154.4412480715781,222.87303787085352,16.8646728772108,1.0,9.5959277071035,0,0
87,37.432917524219,149.84108619655098,230.36898350848116,15.306826772530972,2.0,8.732920853818431,0,0
88,38.86500435524641,153.1075862720969,213.70052094740956,16.38501687524112,1.0,9.566704434414518,0,0
89,38.789680115961545,145.42198842830663,210.12960345987352,16.276875560731067,0.0,10.821059276183211,0,0
90,39.47355704406119,160.77665568517563,205.97964565757565,15.169930739263165,0.0,6.972371968144962,0,0
91,37.20925323391308,173.0957300154223,217.8901269630211,17.441681423698263,1.0,6.505097862052112,0,0
92,36.262115483755935,162.11631116927146,216.42476152750388,16.430950544619375,0.0,11.7058586131176,0,0
93,37.32014920290788,145.43744045719535,212.50393207253325,15.371530888147367,1.0,11.225173996730884,0,0
94,32.52458655394868,138.1776681424101,232.6178819883779,16.23171158404469,0.0,8.978420476805308,0,0
95,33.272530984394066,116.56867319474989,240.2058632449824,17.51716051111494,1.0,8.32167928389732,0,0
96,33.67304055729617,145.6431698902627,223.2349596730602,18.925396409011984,1.0,12.39068977944768,0,0
97,34.67666227234004,126.24379194937973,219.57856072722507,15.311512049661255,0.0,6.468291284512154,0,0
98,38.89498108544574,165.93375776094808,215.43107194925673,14.962667818310495,1.0,6.596400814791275,0,0
99,35.00646909995228,184.56195925692515,226.36941460756555,16.645440501490892,0.0,7.699039517609367,0,0
100,36.61565859660134,137.91244790149844,219.2863373513567,14.649108786052029,0.0,2.6580023398215324,0,0
101,41.67506319802265,210.54230243066107,207.60441935226496,17.45392979803866,1.0,15.951366372668438,0,0
102,36.73581041203503,154.30277396488478,226.88918829103528,15.58038186303647,0.0,6.087878327194273,0,0
103,40.04436494716178,148.93307528971786,211.5640294622644,15.523813954781994,0.0,13.061501459453108,0,0
104,35.05817293565958,128.30084924162207,212.45937896637568,15.131986825897158,0.0,10.860490652672867,0,0
105,37.269912774828434,184.5539852170396,222.07019871561076,14.619373067617238,0.0,11.135333585304558,0,0
106,35.06335041670625,147.6482319373715,227.48409291220753,14.691244462922107,0.0,14.98584886741087,0,0
107,36.92350006848401,139.20170743144845,215.69190120237863,13.974635653940656,0.0,11.364478419140962,0,0
108,40.488697926548696,158.90288254055122,203.36241166622995,15.384454394848213,0.0,9.837051938277611,0,0
109,32.812977887361306,137.71354821507953,215.71570845540447,16.71099841957042,1.0,14.461260884772866,0,0
110,39.325367076662815,157.17065817845577,223.4736305138167,13.985263292614077,2.0,3.553950572499077,0,0
111,38.76245121001432,160.23829203416983,220.4738834327762,12.556291117001315,0.0,13.83305888401727,0,0
112,36.2939339824316,171.77989937954052,225.78092150385604,17.828417816910406,2.0,10.290474504561095,0,0
113,33.76534084400706,118.14180340758811,234.40994140922032,12.298290548304509,0.0,9.753500201377024,0,0
114,38.347024520771136,163.0575529995432,203.8820774187888,14.943378526976257,0.0,9.266491968981752,0,0
115,36.569270415389866,145.1836175913275,215.29966198494898,15.296886796376526,1.0,11.067247412689554,0,0
116,38.882880597807294,148.04584220034843,212.42211138411895,16.400296088470668,0.0,8.513050784380859,0,0
117,38.27750261942885,169.19262299456454,212.54836617025026,16.760036567602516,0.0,7.115832127423154,0,0
118,43.04436779566128,150.25608666237446,205.1316298171504,16.130781942288042,1.0,10.228814319896628,0,0
119,37.5480398196436,114.69565890635039,211.68227846756952,15.507358526378525,1.0,12.12372290358552,0,0
120,35.2226803679133,144.25871669308546,231.67215346989485,14.76918425576136,1.0,9.628369077144933,0,0
121,38.85805637957279,153.3595294201977,206.2353156654977,13.220630937078802,1.0,11.449137957836182,0,0
122,39.007266562638385,135.73635749335418,206.27965421393267,16.68492756440335,0.0,12.161169808212996,0,0
123,42.451876601472705,144.14921896311532,198.50887696396384,11.435961881883795,4.0,11.990747674096502,0,0
124,40.906675229476676,192.58620158293877,215.04267783582378,14.758694580452437,0.0,11.714210186304644,0,0
125,39.49897245809007,164.94111255175548,210.35418451633146,14.946788396997093,2.0,11.862135928989806,0,0
126,42.84527583813961,171.67578919863513,196.91264855516397,13.800279984286089,1.0,10.871387855755186,0,0
127,34.916075902316365,172.59297724365706,213.53449966570966,18.826199967528474,1.0,3.6093217745853075,0,0
128,36.59009830686849,161.69133062345747,213.71949424691022,16.085288390233565,0.0,7.843061709206561,0,0
129,35.75660278185762,169.56556268553356,216.68126421148483,14.328637579134565,1.0,9.186921404575827,0,0
130,37.39386868081262,131.87616580150268,214.38470251461047,13.697116862301765,0.0,12.467712469561473,0,0
131,34.46019683722274,119.5798984970207,229.34455407522768,14.054590147950192,0.0,8.550333309980768,0,0
132,40.52265493754064,171.34674827690282,228.06473257237923,13.360921500059302,0.0,12.937117607789286,0,0
133,37.9774703728205,158.1273697627188,215.75917484504973,15.2082094310863,1.0,14.29891149006713,0,0
134,34.25864541969322,155.77951221367098,218.53821048619704,15.227554422566655,0.0,16.591384422574855,0,0
135,35.6512422930113,118.14313604235531,204.83497306202355,18.942537440532444,0.0,11.89759627252013,0,0
136,39.66542562908126,169.21566375589973,201.8936168636677,16.154953999766942,0.0,8.004879457446965,0,0
137,41.26615757952272,179.9036598193953,198.38620159543373,14.643340709154181,1.0,11.174001612116811,0,0
138,44.76885350141687,193.1179950078383,197.60504689444943,12.853865581806785,0.0,12.491620655829923,0,0
139,47.547120258672294,184.08806531657635,191.86876437644833,14.261589646930505,1.0,5.500759011116622,0,0
140,40.075622201040986,168.08171637810509,211.99564770272553,13.758318454597024,1.0,13.586044565194307,0,0
141,35.89062951041446,131.92766166217757,229.57663702039787,15.756184589186041,0.0,8.481969447333238,0,0
142,32.489943848861735,125.56558416773997,244.57255147933404,16.114640789371446,1.0,10.610195748428595,0,0
143,39.71604467242935,143.22013360024837,210.9006973351849,15.918210787846201,1.0,6.917327797411353,0,0
144,36.50090329018784,134.6236272206701,221.90251145415186,14.482952912619613,2.0,13.204829804755127,0,0
145,37.72045970529612,147.2674038954977,225.45044564090895,17.2014740349903,1.0,4.434039146990777,0,0
146,37.15703454001869,141.26408694550668,212.0000514064522,16.709334116939726,0.0,9.817710477132852,0,0
147,38.59773419364454,143.00906512874357,214.2926189854795,16.890308870849466,1.0,8.502712434428705,0,0
148,42.24481784800598,149.4853156093506,200.0420593359919,16.62047804766442,0.0,12.356835037830981,0,0
149,39.54478147053867,187.59556270903985,222.91936340778273,15.586518602507937,0.0,8.725988398888038,0,0
150,38.62447810224843,146.98946826062985,213.0779958325777,14.922858102052194,1.0,13.738239143113606,0,0
151,36.02015635547897,149.0301090248843,224.00555842382212,18.49088858912395,0.0,9.131875114258676,0,0
152,34.12979185872915,110.13458809125132,243.816871819146,15.304992111442889,1.0,11.825482936758213,0,0
153,37.72162804570205,171.25124917644945,214.6228216911084,14.909619920728755,0.0,12.099992173051989,0,0
154,39.04590312467747,158.6910222560126,214.85208249915044,14.37612699633194,1.0,11.162008479727728,0,0
155,44.5377273691864,171.49279133286868,208.8995255067692,16.371981979799944,0.0,11.622568381265717,0,0
156,39.65143581429392,152.07862719721646,222.92221549978618,16.278892550610074,0.0,5.234668269816027,0,0
157,42.23549309753461,181.98312025662926,203.69005197829657,14.550671350382617,0.0,8.277499608597083,0,0
158,37.81603769968475,106.96771936756716,220.35599802292379,15.226374028311705,2.0,8.506028412191963,0,0
159,35.78573066625705,130.78002258439207,228.28448578541608,16.395689818394626,1.0,11.988982665209887,0,0
160,36.47183661154661,144.10108888216854,225.33734557872077,14.500493055018161,0.0,13.53137172997103,0,0
161,37.2181210231003,146.91331787393221,214.55713956652562,14.352581430652144,0.0,10.835672459048569,0,0
162,45.80580804144215,220.80291162094483,197.05419104525515,15.8028109593703,2.0,9.089653723220493,0,0
163,36.9828256661334,142.86740060781162,211.9774656685215,16.403584252138035,1.0,10.072300905756506,0,0
164,41.98902733024073,182.80951420188774,201.02125900391158,16.089034663220886,0.0,10.91220551724552,0,0
165,36.79133927890448,174.34021491365718,221.42105927345972,17.839466151460897,0.0,9.748471862041065,0,0
166,42.321387948223645,179.34476307972102,208.46177013940414,13.702864330095034,0.0,8.011886188911912,0,0
167,40.70805683008768,152.72498625113064,196.11024311947662,15.647059243835903,1.0,6.528279299170047,0,0
168,39.10981211017087,137.17193465087928,217.3899621160338,15.01505784850633,2.0,6.973062924552922,0,0
169,39.48394686883187,169.11709171604056,216.54952420355247,15.174234516407479,0.0,6.55362522277907,0,0
170,37.66836670131331,175.34884516009998,222.63899086789442,16.14400667562853,0.0,10.510675388834839,0,0
171,40.9974283522741,172.1791598420332,205.2368138438657,16.942009947588154,2.0,8.09337434647006,0,0
172,38.320729810528405,171.7846415511559,199.25846712269805,13.380371171169193,3.0,11.896974091488323,0,0
173,36.035317931142814,183.02047744064254,234.02556075224365,17.163429560884964,2.0,3.3337475581661593,0,0
174,35.904763861266005,156.1796697109233,216.77295190260384,12.663220794547007,0.0,7.576103441317441,0,0
175,40.282768013814966,144.6215790683511,185.63853779527915,14.241985062599579,1.0,9.469781010428935,0,0
176,44.528691944745674,178.88067926154952,203.94524061456153,12.74611084702137,0.0,10.511333377795502,0,0
177,40.29779309338289,181.74440027634884,217.48656528523205,12.349837276711298,1.0,10.233019438002286,0,0
178,39.4882894376461,154.2214608863642,204.68209147674483,15.879789122158567,0.0,12.931217076258775,0,0
179,40.72805500818637,185.49780395493985,214.48177067003988,17.22385978330037,0.0,14.456292278039879,0,0
180,43.8149399219594,174.25570621801174,204.3150070106127,13.937773620456687,0.0,11.373530853071603,0,0
181,40.581426166458066,167.3409159800348,209.7130003230875,13.867898160166297,1.0,10.371115799091182,0,0
182,38.71682671751342,149.60619126489593,209.22520530186074,16.27039325648171,1.0,11.609600721988935,0,0
183,43.294789994059414,175.57220508105377,218.10058050508545,11.10680315160598,0.0,9.695440354884338,0,0
184,41.288494263486626,168.34068847048962,207.14089300931738,15.087721536126981,0.0,13.597679370899407,0,0
185,44.6357795628523,154.41498935515844,208.60148674200843,11.135859828921971,0.0,9.872404309192053,0,0
186,40.604487016060645,155.79404867552645,205.44448449023534,13.765769056586368,0.0,9.426144000084363,0,0
187,36.40763412980381,127.13241521641365,227.69267945495628,14.841528045632584,2.0,11.488132227857715,0,0
188,36.00280647515458,137.90459678979292,222.04861307531638,13.433058944470503,0.0,7.997664520083934,0,0
189,45.08629596922822,168.41772733193488,214.53452324390338,13.919523500741283,0.0,14.612296440213973,0,0
190,45.33072261064949,196.50020808613158,195.11377371021433,14.16458636049254,0.0,5.481462541716393,0,0
191,39.647366184789824,173.94046379544196,216.5282251217978,16.051396191757778,0.0,6.899721629249702,0,0
192,39.062545262636604,164.65459336554858,209.8495163104311,13.310454408786057,1.0,13.29124324618322,0,0
193,44.62260845378857,159.4756953469318,190.32905146530877,16.675788350227332,0.0,14.893916502495767,0,0
194,36.943291756146685,146.3011453663836,211.58871120164645,13.664855942060901,0.0,15.969181230413213,0,0
195,37.606385769455976,130.21765840112204,211.73865612178201,18.698524778420982,1.0,8.389115939441169,0,0
196,42.24666995794756,166.7772790425238,220.22509253600077,15.139193511692895,0.0,9.75083231145621,0,0
197,39.158981601095334,166.3472439128204,211.14020166522423,13.747793813369311,0.0,10.968464315788331,0,0
198,40.35352333831699,176.29565819699454,207.5878172983734,14.236054201403812,2.0,11.355350651380721,0,0
199,39.90463670953584,166.71121853602904,219.48882748929353,13.431417231100365,0.0,13.223104944139003,0,0
200,41.43374994083421,184.61207322354747,225.05764428985847,14.362690983159048,1.0,11.357245601704607,0,0
201,44.66951711531663,182.5744142653284,209.0394475797311,14.675573732388974,0.0,17.785404146657704,0,0
202,40.744855761590586,159.47601896620787,220.80498204372407,17.61314497870325,2.0,13.380002278318763,0,0
203,42.43093112780721,182.82863215672003,199.25426998002237,15.087641931169754,0.0,13.654876911917691,0,0
204,34.374596274613964,151.09552660110597,224.8252388299722,13.812098655768711,0.0,7.3991971274115205,0,0
205,40.40493924939215,153.7571815227129,191.4651005032836,16.21464017812416,0.0,12.755758627640626,0,0
206,38.047369494678904,157.87421185726666,228.8403690061291,18.217133567530354,0.0,13.484771600849681,0,0
207,36.94657087276444,143.37158287600835,221.130674221034,16.472509080023958,0.0,12.87116719728267,0,0
208,37.994486525081875,121.84902406732144,222.33622958188238,14.2600641061769,1.0,4.974499635495963,0,0
209,39.652490624254895,165.21155987871936,226.94259986847183,16.4036243569869,0.0,7.778382634598353,0,0
210,43.42846956792182,154.29604554482955,198.15117498537214,15.823023433839579,1.0,7.812633985004438,0,0
211,36.72746838153929,151.83323666616357,218.81349499618952,12.90500843263943,0.0,9.568673541106872,0,0
212,40.824409131303526,140.268041992796,205.191462001859,17.456448765442836,0.0,9.190632590893944,0,0
213,39.30585792264044,146.42842553525065,220.5326496616088,13.123702846210106,1.0,19.39041742449328,0,0
214,39.801181884585624,152.70074551230726,218.68994223889342,15.532331201631239,0.0,8.626454150287605,0,0
215,43.81829289012644,193.29904311517595,208.33949218015184,16.65024761252943,1.0,10.254407232493273,0,0
216,42.45016719892852,161.79794289592516,206.55273671058646,15.461292631761603,0.0,12.011322146774365,0,0
217,44.87379983681524,163.37063504313033,204.35839438610813,13.402669972772717,0.0,10.452185417513546,0,0
218,40.42385618192815,167.1606009576165,204.70692125198767,15.50152063702078,2.0,15.930999666835124,0,0
219,38.8252960942831,152.04658054612457,220.05766012564098,15.649471510931331,1.0,11.681841403803292,0,0
220,40.26728111855511,172.92753288396054,219.41332495969058,13.212033263682443,3.0,9.37512653002286,0,0
221,41.69206443910526,151.59005851895301,203.9072115374536,16.243451663381453,1.0,9.26675419455778,0,0
222,41.519993418902935,169.2427819077084,197.26516006142617,16.370753857620258,0.0,13.041727665735825,0,0
223,37.76279111326113,188.09466640395232,229.16626830239255,15.666844867690727,0.0,14.135210704653272,0,0
224,41.313089295500134,161.66317279648538,220.88302525602256,14.86864563956767,0.0,11.952619708303452,0,0
225,41.751952122043775,169.80876463368452,210.62965611925136,14.96441261284303,0.0,8.630570882602116,0,0
226,48.645318911767106,169.6656717765041,195.8460618026674,14.402591500449198,1.0,8.446100227470215,0,0
227,46.7490427133021,174.2014815333261,188.92836478384004,15.367914702135483,0.0,12.015993043389706,0,0
228,38.584373247105084,161.23330351906188,216.8486416011945,15.782983817570111,0.0,15.04676812779579,0,0
229,40.30752989882411,156.28165345776313,205.6505441255303,13.962742030657731,0.0,12.52236060381603,0,0
230,36.804912854403234,156.43614582662462,210.9814703975487,15.332569407604433,0.0,9.17344454225016,0,0
231,39.44865881265996,164.16871553758872,217.87582518289324,16.86235812236383,0.0,9.684516846866265,0,0
232,42.193117904646606,149.00203008042,221.51301513472626,15.354998952275121,1.0,4.166267140316906,0,0
233,44.889368767104514,194.78706930779032,201.50290388787909,14.379113267047465,0.0,13.60910502845345,0,0
234,39.110043299617125,137.7998990471325,204.1384536786105,12.172317093414428,1.0,6.688418165154685,0,0
235,39.36032422555656,145.96746831511484,210.0666155223084,14.512620191339488,0.0,13.565810966715445,0,0
236,34.90634694067505,143.0676614957134,228.14092744955622,14.744048548364349,0.0,10.51348853593337,0,0
237,40.885648430377145,187.04793884160728,225.9819475267853,12.135729958588701,1.0,16.412604275806853,0,0
238,38.21181672337028,137.7891216115688,196.93323106278788,14.055169067613583,1.0,13.370108909711558,0,0
239,39.83613697548648,161.55981470323923,207.95457933698185,13.317051323828071,1.0,11.280763781403383,0,0
240,38.819249680354865,157.61730575387458,211.7182225508133,13.686931138351275,1.0,10.24799732977971,0,0
241,41.19240249500504,174.63000964660674,202.2852912953307,15.804360317439656,1.0,8.322960059559461,0,0
242,36.22734443928162,162.66983600231282,221.46719147244997,14.977968466647965,1.0,10.408084838584443,0,0
243,37.1247145725595,142.4377293302089,209.8998266532471,13.780219144226427,0.0,9.83177976482121,0,0
244,47.93889350715591,206.93331264756787,194.62835427100447,15.191018584201618,0.0,5.749607913681719,0,0
245,37.71416738376784,170.81149531746703,202.35863107236085,18.061658765665157,0.0,14.025992143966874,0,0
246,38.31134237020552,180.0047571638957,219.3382851537546,16.044075669386018,0.0,9.33800651309911,0,0
247,47.137684617311486,196.07958796507026,199.01396349339257,15.550562070396966,0.0,9.257956555971314,0,0
248,50.36737134304136,203.83103902745495,198.36695718612913,12.507028558126525,1.0,4.75272133019211,0,0
249,38.162676555465296,145.53193911763816,217.5362466271541,16.846086305707317,0.0,8.897202545712519,0,0
250,40.59781690935946,140.50646665519372,205.33041021898944,15.636419829500651,1.0,12.365914488026137,0,0
251,42.75239842905942,166.8402907263602,200.42143215777583,15.4381608441757,0.0,7.847544289977918,0,0
252,46.93897329233102,189.4409592127217,201.7713859814233,15.10894591930716,2.0,7.151571670846447,0,0
253,38.81743822075686,153.62736834653384,219.1942714374544,15.590572457727518,0.0,9.356937682781647,0,0
254,41.06728545694173,173.23491171998936,204.22502131990058,13.601024858364841,0.0,10.470088761996507,0,0
255,44.16022163128666,154.82828740904876,182.89685144907992,16.06266081844132,0.0,13.146196325268829,0,0
256,43.157577332308904,169.90069527488853,208.36440713863632,12.365742149724817,0.0,13.889685151320924,0,0
257,40.749861326427975,192.92098794266656,202.98252113897013,16.964471046834074,0.0,9.869026988782968,0,0
258,41.50189123116843,180.94154631720707,202.6786920092198,16.671860067497917,0.0,6.153918175975685,0,0
259,37.803683365641774,160.45758540075792,227.1851175731467,12.964154349760435,0.0,8.362958557791346,0,0
260,41.23884023440821,170.81559656297017,208.8449631437453,13.119335895736393,0.0,13.092213482909083,0,0
261,41.179169609600336,159.23520057742135,213.97477208343878,15.149651194029392,0.0,6.688408336971546,0,0
262,42.69979222774571,144.48811513463215,223.2368152139027,13.160215965720898,0.0,12.00915833981377,0,0
263,40.36223117588586,168.30585355972343,215.6457056815393,16.148366630215886,0.0,17.081429239926297,0,0
264,43.46773839604342,137.14452883982867,212.0380997249222,18.642623040604104,2.0,12.893876302972615,0,0
265,45.116159928936334,175.5813017765537,212.70532321503026,12.470331534761522,0.0,11.131330151574545,0,0
266,42.569169685031305,170.22179089759027,211.88844827864415,12.302905223126468,0.0,14.090567882297483,0,0
267,43.18299966179139,166.02414211606035,214.875625533082,15.885160372666903,0.0,11.315797446182945,0,0
268,42.31202465051499,201.81884450408842,202.03111526709782,14.360550452848184,0.0,8.896226382385699,0,0
269,42.17761932352644,196.0756190706067,199.84869602676184,14.13093737616486,0.0,10.662901197480696,0,0
270,40.03747887410388,175.642091501567,214.47373574046642,13.598375044066131,1.0,6.8149676399096695,0,0
271,43.17640181303119,158.8257057610391,195.70920530626233,14.904762392833574,0.0,6.163746336872367,0,0
272,41.95980443770065,196.6604476552844,213.8020521639193,12.998303239824557,0.0,9.621316315584652,0,0
273,48.55589344522956,203.50811086327374,199.85031484498631,15.823302846392552,0.0,7.906000424378369,0,0
274,47.02115652090638,173.95493118733035,180.62723027499953,12.660018158569212,0.0,7.864655860776542,0,0
275,43.483313704782525,174.42400848857375,197.0419414109405,14.065590030640966,1.0,6.843526109448995,0,0
276,40.06126351935792,174.62367688050367,209.88711250912266,14.676699770669034,0.0,9.186860809951966,0,0
277,39.037840630689566,147.16817991312362,218.83382722627653,17.44677187684786,0.0,7.861947489520227,0,0
